3.704999999999999960e-02,2.000000000000000000e+01,3.330000000000000071e+00,0.000000000000000000e+00,4.429000000000000159e-01,6.967999999999999972e+00,3.720000000000000284e+01,5.244699999999999918e+00,5.000000000000000000e+00,2.160000000000000000e+02,1.490000000000000036e+01,3.922300000000000182e+02,4.589999999999999858e+00
2.218799999999999939e-01,2.000000000000000000e+01,6.959999999999999964e+00,1.000000000000000000e+00,4.640000000000000235e-01,7.690999999999999837e+00,5.179999999999999716e+01,4.366500000000000270e+00,3.000000000000000000e+00,2.230000000000000000e+02,1.860000000000000142e+01,3.907699999999999818e+02,6.580000000000000071e+00
2.140900000000000025e-01,2.200000000000000000e+01,5.860000000000000320e+00,0.000000000000000000e+00,4.309999999999999942e-01,6.437999999999999723e+00,8.900000000000000355e+00,7.396700000000000053e+00,7.000000000000000000e+00,3.300000000000000000e+02,1.910000000000000142e+01,3.770699999999999932e+02,3.589999999999999858e+00
6.723999999999999422e-02,0.000000000000000000e+00,3.240000000000000213e+00,0.000000000000000000e+00,4.600000000000000200e-01,6.333000000000000185e+00,1.719999999999999929e+01,5.214599999999999902e+00,4.000000000000000000e+00,4.300000000000000000e+02,1.689999999999999858e+01,3.752099999999999795e+02,7.339999999999999858e+00
3.359000000000000180e-02,7.500000000000000000e+01,2.950000000000000178e+00,0.000000000000000000e+00,4.279999999999999916e-01,7.024000000000000021e+00,1.580000000000000071e+01,5.401099999999999568e+00,3.000000000000000000e+00,2.520000000000000000e+02,1.830000000000000071e+01,3.956200000000000045e+02,1.979999999999999982e+00
1.883599999999999997e-01,0.000000000000000000e+00,6.910000000000000142e+00,0.000000000000000000e+00,4.480000000000000093e-01,5.785999999999999588e+00,3.329999999999999716e+01,5.100399999999999601e+00,3.000000000000000000e+00,2.330000000000000000e+02,1.789999999999999858e+01,3.968999999999999773e+02,1.415000000000000036e+01
1.849820000000000064e+01,0.000000000000000000e+00,1.810000000000000142e+01,0.000000000000000000e+00,6.680000000000000382e-01,4.137999999999999901e+00,1.000000000000000000e+02,1.137000000000000011e+00,2.400000000000000000e+01,6.660000000000000000e+02,2.019999999999999929e+01,3.968999999999999773e+02,3.796999999999999886e+01
2.197699999999999931e-01,0.000000000000000000e+00,6.910000000000000142e+00,0.000000000000000000e+00,4.480000000000000093e-01,5.602000000000000313e+00,6.200000000000000000e+01,6.087699999999999889e+00,3.000000000000000000e+00,2.330000000000000000e+02,1.789999999999999858e+01,3.968999999999999773e+02,1.619999999999999929e+01
1.305800000000000016e-01,0.000000000000000000e+00,1.000999999999999979e+01,0.000000000000000000e+00,5.470000000000000417e-01,5.871999999999999886e+00,7.309999999999999432e+01,2.477500000000000036e+00,6.000000000000000000e+00,4.320000000000000000e+02,1.780000000000000071e+01,3.386299999999999955e+02,1.536999999999999922e+01
6.801169999999999938e+00,0.000000000000000000e+00,1.810000000000000142e+01,0.000000000000000000e+00,7.129999999999999671e-01,6.081000000000000405e+00,8.440000000000000568e+01,2.717499999999999805e+00,2.400000000000000000e+01,6.660000000000000000e+02,2.019999999999999929e+01,3.968999999999999773e+02,1.469999999999999929e+01
3.321050000000000058e+00,0.000000000000000000e+00,1.957999999999999829e+01,1.000000000000000000e+00,8.709999999999999964e-01,5.402999999999999581e+00,1.000000000000000000e+02,1.321600000000000108e+00,5.000000000000000000e+00,4.030000000000000000e+02,1.469999999999999929e+01,3.968999999999999773e+02,2.682000000000000028e+01
5.872049999999999770e+00,0.000000000000000000e+00,1.810000000000000142e+01,0.000000000000000000e+00,6.929999999999999494e-01,6.405000000000000249e+00,9.600000000000000000e+01,1.676800000000000068e+00,2.400000000000000000e+01,6.660000000000000000e+02,2.019999999999999929e+01,3.968999999999999773e+02,1.937000000000000099e+01
2.504609999999999914e+01,0.000000000000000000e+00,1.810000000000000142e+01,0.000000000000000000e+00,6.929999999999999494e-01,5.987000000000000099e+00,1.000000000000000000e+02,1.588799999999999990e+00,2.400000000000000000e+01,6.660000000000000000e+02,2.019999999999999929e+01,3.968999999999999773e+02,2.676999999999999957e+01
